,Site,mois,Année,Date,E.coli ,E.coli_qualite,°C,ppt,%,pH
5127,B6,9,2007,9/3/2007,10,Bonne,23.71,38.06,70.8,6.91666666666667
5137,B1,9,2007,9/10/2007,0,Bonne,22.48,38.02,101.1,7.52
5138,B2,9,2007,9/10/2007,0,Bonne,22.61,38.23,87.4,7.26
5139,B3,9,2007,9/10/2007,0,Bonne,22.57,38.24,98,5.95
5141,B4,9,2007,9/10/2007,10,Bonne,22.54,38.26,103,7.2
5142,B5,9,2007,9/10/2007,0,Bonne,22.62,38.05,89.1,6.22
5143,B6,9,2007,9/10/2007,87,Bonne,22.62,38.3,87.5,6.15
5153,B1,9,2007,9/17/2007,0,Bonne,22.8,38.05,76.8,8.00666666666667
5154,B2,9,2007,9/17/2007,21,Bonne,23.0633333333333,38.12,61.4666666666667,7.96666666666667
5155,B3,9,2007,9/17/2007,21,Bonne,23,38.12,77.7666666666667,7.99666666666667
5157,B4,9,2007,9/17/2007,0,Bonne,22.89,38.15,76.3333333333333,8.00666666666667
5158,B5,9,2007,9/17/2007,10,Bonne,23.0166666666667,38.15,72.3333333333333,7.99333333333333
5159,B6,9,2007,9/17/2007,0,Bonne,22.88,38.15,72.9,7.99666666666667
5169,B1,9,2007,9/17/2007,0,Bonne,22.8,38.05,76.8,8.00666666666667
5170,B2,9,2007,9/17/2007,21,Bonne,23.0633333333333,38.12,61.4666666666667,7.96666666666667
5171,B3,9,2007,9/17/2007,21,Bonne,23,38.12,77.7666666666667,7.99666666666667
5173,B4,9,2007,9/17/2007,0,Bonne,22.89,38.15,76.3333333333333,8.00666666666667
5174,B5,9,2007,9/17/2007,10,Bonne,23.0166666666667,38.15,72.3333333333333,7.99333333333333
5175,B6,9,2007,9/17/2007,0,Bonne,22.88,38.15,72.9,7.99666666666667
5185,B1,9,2007,9/24/2007,0,Bonne,21.84,38.14,94.975,8.0875
5186,B2,9,2007,9/24/2007,0,Bonne,21.84,38.1166666666667,60.8666666666667,7.96333333333333
5187,B3,9,2007,9/24/2007,10,Bonne,21.8166666666667,38.1366666666667,72.4666666666667,8.01333333333333
5189,B4,9,2007,9/24/2007,0,Bonne,21.7833333333333,38.1533333333333,86.2666666666667,8.05333333333333
5190,B5,9,2007,9/24/2007,10,Bonne,21.7666666666667,38.14,72.8,8.01
5191,B6,9,2007,9/24/2007,0,Bonne,21.7666666666667,38.15,68.8666666666667,7.99
5201,B1,10,2007,10/15/2007,0,Bonne,20.85,38.62,95.8666666666667,8.62333333333333
5202,B2,10,2007,10/15/2007,10,Bonne,20.72,38.62,91.3333333333333,8.63666666666667
5203,B3,10,2007,10/15/2007,0,Bonne,20.7733333333333,38.6133333333333,93.9666666666667,8.68333333333333
5205,B4,10,2007,10/15/2007,0,Bonne,20.87,38.6466666666667,98.0333333333333,8.80333333333333
5206,B5,10,2007,10/15/2007,0,Bonne,20.7033333333333,38.6166666666667,87.8666666666667,8.49
5207,B6,10,2007,10/15/2007,0,Bonne,20.6733333333333,38.62,82.9333333333333,8.51333333333333
5217,B1,11,2007,11/13/2007,0,Bonne,17.5466666666667,38.5,98.3,8.36333333333333
5218,B2,11,2007,11/13/2007,10,Bonne,17.46,38.5133333333333,96.2666666666667,8.28333333333333
5219,B3,11,2007,11/13/2007,0,Bonne,17.45,38.52,96.9333333333333,8.28666666666667
5221,B4,11,2007,11/13/2007,0,Bonne,17.52,38.495,97.725,8.29
5222,B5,11,2007,11/13/2007,0,Bonne,17.2866666666667,38.48,100.666666666667,8.25333333333333
5223,B6,11,2007,11/13/2007,0,Bonne,17.4766666666667,38.5033333333333,95.4666666666667,8.27
5233,B1,12,2007,12/17/2007,0,Bonne,14.7933333333333,38.5466666666667,105.033333333333,8.41666666666667
5234,B2,12,2007,12/17/2007,0,Bonne,14.8966666666667,38.5266666666667,106.4,8.26666666666667
5235,B3,12,2007,12/17/2007,10,Bonne,14.47,38.5266666666667,107.333333333333,8.45666666666667
5237,B4,12,2007,12/17/2007,0,Bonne,14.7066666666667,38.5266666666667,105.433333333333,8.27
5238,B5,12,2007,12/17/2007,10,Bonne,14.7266666666667,38.5233333333333,106,8.30666666666667
5239,B6,12,2007,12/17/2007,0,Bonne,14.628,38.526,102.9,8.27
